ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,Duration,Magnitude
200,0,South Korea ,0,127.777,37.8837,1801.07,1988-07-08,1988-07-14,News,6,2000,Heavy rain,1.0,6.0,9.287895680944644
201,0,USA ,0,-99.3069,30.0496,2444.8,1988-07-10,1988-07-11,News,5,0,Heavy rain,1.0,1.0,7.801718598972202
202,0,Japan ,0,133.882,35.3673,3681.84,1988-07-15,1988-07-15,News,4,0,Heavy rain,1.0,1e-10,-14.81468302373583
203,0,India ,0,71.1117,22.0189,76352.55,1988-07-14,1988-07-27,News,97,25000,Heavy rain,1.0,13.0,13.808066066371806
204,0,Brazil ,0,-35.9246,-8.84383,38455.36,1988-07-17,1988-07-18,News,66,50000,Torrential rain,1.0,1.0,10.557253367038806
205,0,Pakistan ,0,72.1319,31.8882,220520.86,1988-07-18,1988-08-05,News,158,163000,Monsoonal rain,1.0,18.0,15.194119330465208
206,0,South Korea  ,0,128.562,36.9815,3410.01,1988-07-20,1988-07-20,News,16,2640,Torrential rain,1.0,1e-10,-14.891380427115875
207,0,Spain ,0,-2.07723,43.107,1326.43,1988-07-19,1988-07-20,News,9,0,Torrential rain,1.0,1.0,7.190246401736837
208,0,Japan ,0,132.171,34.6244,4324.25,1988-07-20,1988-07-21,News,12,1633,Heavy rain,1.0,1.0,8.371993993924033
209,0,China ,0,123.762,47.528,9150.08,1988-07-21,1988-08-19,News,0,76000,Torrential rain,1.0,29.0,12.488813731387218
210,0,China ,0,107.648,36.2462,33131.16,1988-07-23,1988-07-23,News,54,12000,Heavy rain,1.0,1e-10,-12.61762142167662
211,0,New Zealand ,0,175.503,-36.63,48972.48,1988-07-27,1988-07-27,News,1,52,Heavy rain,1.0,1e-10,-12.22683714327545
212,0,China ,0,120.759,29.0944,18767.02,1988-07-29,1988-08-05,News,264,64000,Torrential rain,2.0,7.0,12.478913682606395
213,0,Venezuela ,0,-68.4309,10.9636,909.724,1988-07-31,1988-07-31,News,2,0,Heavy rain,1.0,1e-10,-16.212709673136604
214,0,India ,0,80.713,18.4311,94871.79,1988-07-31,1988-08-02,News,50,0,Heavy rain,1.0,2.0,12.1534288606934
215,0,USSR,0,91.8093,59.7121,257907.18,1988-08-03,1988-08-04,News,0,0,Torrential rain,1.0,1.0,12.460355031730062
216,0,China ,0,112.511,37.9044,36877.75,1988-08-06,1988-08-06,News,50,30000,Heavy rain,1.0,1e-10,-12.510487262807821
217,0,Sudan,,34.1974,15.0782,354132.25,1988-08-05,1988-09-10,News,91,2000000,Heavy rain,2.0,36.0,17.054091828936127
218,0,China,0,120.998,30.1638,12334.34,1988-08-07,1988-08-08,News,117,188000,Tropical cyclone,1.0,1.0,9.42014252124901
219,0,China ,0,124.933,50.3978,53818.07,1988-08-10,1988-08-15,News,10,64000,Torrential rain,1.0,5.0,12.502802475797012
220,0,Taiwan ,0,120.448,23.3725,11240.57,1988-08-14,1988-08-17,News,15,10000,Heavy rain,2.0,3.0,11.119044303133713
221,0,Mexico ,0,-96.0178,18.4042,10351.47,1988-08-13,1988-08-15,News,0,4000,Torrential rain,1.0,2.0,9.938030998153806
222,0,Nicaragua ,0,-83.9236,14.4458,12585.06,1988-08-09,1988-08-16,News,0,25000,Heavy rain,1.0,7.0,11.386175824193817
223,0,China ,0,110.234,35.9866,7256.16,1988-08-13,1988-08-14,News,163,12000,Heavy rain,1.0,1.0,8.889606042268507
224,0,Venezuela,,-63.565,8.82924,145562.67,1988-08-16,1988-08-23,News,10,12000,Heavy rain,1.0,7.0,13.83427214356454
225,0,Nigeria ,0,9.09773,11.8707,60618.09,1988-08-07,1988-08-20,News,53,0,Heavy rain,2.0,13.0,14.27044518038368
226,0,China ,0,114.489,34.293,153101.05,1988-08-09,1988-08-18,News,34,80000,Heavy rain,1.0,9.0,14.13607801722105
227,0,Bangladesh ,0,90.3467,23.8201,138855.34,1988-08-20,1988-10-03,News,0,0,Monsoonal rain,2.0,44.0,16.31852476524209
228,0,India,,86.5429,26.5037,626872.46,1988-08-23,1988-09-15,News,876,2000,Monsoonal rain,1.0,23.0,16.483992601774812
229,0,Uganda ,0,32.9238,2.6893,55984.41,1988-08-11,1988-08-25,News,5,0,Torrential rain,1.0,14.0,13.571885867716917
230,0,Nigeria ,0,7.08584,4.54794,1234.05,1988-08-22,1988-08-22,News,0,10000,Heavy rain,1.0,1e-10,-15.907794207657409
231,0,Burkina Faso,0,-4.19711,11.5463,135871.39,1988-08-21,1988-09-02,News,11,6000,Heavy rain,1.0,12.0,14.304370705321302
232,0,Mexico ,0,-104.497,21.5773,2219.14,1988-08-22,1988-08-23,News,18,130000,Torrential rain,1.0,1.0,7.70487501242506
233,0,China ,0,117.954,37.4146,16810.04,1988-08-23,1988-08-24,News,0,10000,Heavy rain,1.0,1.0,9.72973160593582
234,0,Pakistan ,0,68.0427,25.6834,33007.62,1988-08-18,1988-08-25,News,0,200000,Torrential rain,1.0,7.0,12.35040387193944
235,0,Niger ,0,7.85685,15.5663,744049.31,1988-08-18,1988-08-25,News,0,300000,Heavy rain,2.0,7.0,16.15891991811599
236,0,Chad,,20.825,12.2248,562932.23,1988-08-20,1988-09-06,News,51,58000,Heavy rain,1.0,17.0,16.074127870930855
237,0,El Savador,0,-88.8546,13.6283,17910.11,1988-08-25,1988-08-29,News,50,25850,Heavy rain,1.0,4.0,11.179414997976
238,0,China ,0,110.803,23.5246,50318.08,1988-08-31,1988-09-06,News,58,300000,Heavy rain,2.0,6.0,13.311026384631509
239,0,Iran ,0,52.2925,35.55,1149.7,1988-08-25,1988-08-25,News,25,0,Heavy rain,1.0,1e-10,-15.978594612180762
240,0,Columbia ,0,-75.0642,7.46115,158846.26,1988-08-27,1988-09-03,News,0,100000,Heavy rain,1.0,7.0,13.921602244251694
241,0,Senegal ,0,-17.0028,14.7289,1307.63,1988-09-02,1988-09-02,News,4,2400,Heavy rain,1.0,1e-10,-15.84987931255762
242,0,Niger ,0,2.32843,13.4802,88395.78,1988-09-02,1988-09-03,News,13,7000,Heavy rain,2.0,1.0,12.082726690489645
243,0,Mexico,0,-93.4599,15.749,25819.64,1988-09-01,1988-09-05,News,17,20000,Tropical cyclone,1.0,4.0,11.545185082743231
244,0,Mexico,0,-97.5615,20.7098,12600.87,1988-09-02,1988-09-06,News,31,30000,Tropical cyclone,1.0,4.0,10.82781549929483
245,0,USSR,0,110.35,52.3035,47419.16,1988-09-06,1988-09-06,News,0,0,Torrential rain,1.0,1e-10,-12.259069284522663
246,0,China ,0,112.441,29.1543,47834.64,1988-09-05,1988-09-14,News,0,100000,Heavy rain,2.0,9.0,13.665877100109935
247,0,USA,0,-82.4462,27.7659,6517.48,1988-09-06,1988-09-09,News,7,1000,Heavy rain,2.0,3.0,10.574002546369707
248,0,Mexico,,-88.6221,20.9216,105084.42,1988-09-10,1988-09-18,News,237,821400,Tropical cyclone,2.0,8.0,14.335108028344576
249,0,Nigeria,,2.40705,9.50559,71964.13,1988-09-14,1988-09-26,News,7,136000,Torrential rain,1.0,12.0,13.668829729201663
250,0,Nepal ,0,82.4632,28.7764,27591.4,1988-09-20,1988-09-21,News,106,56,Torrential rain,1.0,1.0,10.225259408946783
251,0,Thailand ,0,101.507,16.0791,243171.61,1988-09-18,1988-10-05,News,19,16000,Torrential rain,1.0,17.0,15.234736031118914
252,0,China,0,118.345,25.7425,100699.46,1988-09-20,1988-09-26,News,9,51000,Tropical cyclone,1.0,6.0,13.31165518545757
253,0,India,,75.0459,30.9339,268528.55,1988-09-21,1988-10-08,News,731,1250000,Heavy rain,2.0,17.0,16.027073043365565
254,0,Taiwan ,0,121.521,24.0029,7300.07,1988-09-21,1988-10-03,News,0,0,Heavy rain,1.0,12.0,11.380545865919604
255,0,India ,0,72.8962,19.1131,605.213,1988-10-03,1988-10-04,News,23,0,Heavy rain,1.0,1.0,6.405580462185811
256,0,France ,0,4.3611,43.8055,716.771,1988-10-03,1988-10-03,News,10,300,Torrential rain,1.0,1e-10,-16.451094526687452
257,0,Nigeria,0,7.10119,6.37902,8884.3,1988-09-21,1988-10-05,News,0,70000,"Dam/Levy, break or release",1.0,14.0,11.731098282632146
258,0,Ghana ,0,-1.18135,9.63061,102162.19,1988-10-01,1988-10-11,News,0,3000,Heavy rain,1.0,10.0,13.836902020432326
259,0,Guatemala ,0,-90.5272,16.024,369.133,1988-10-16,1988-10-17,News,0,6000,Heavy rain,1.0,1.0,5.911157012704276
260,0,Vietnam,0,106.498,17.6857,39063.06,1988-10-10,1988-10-20,News,100,500000,Tropical cyclone,1.0,10.0,12.875517635370043
261,0,Columbia ,0,-83.8687,12.4945,62662.97,1988-10-18,1988-10-25,News,135,407000,Tropical cyclone,1.0,7.0,12.991436111097647
262,0,Philippines,0,125.763,8.56968,5343.55,1988-10-22,1988-10-26,News,181,60000,Tropical cyclone,1.0,4.0,9.969939866203973
263,0,Nigeria ,0,6.31012,4.97124,2833.23,1988-10-27,1988-10-28,News,10,12000,Heavy rain,1.0,1.0,7.949172682556995
264,0,China ,0,110.429,19.6114,5371.99,1988-10-28,1988-10-30,News,0,10000,Tropical cyclone,1.0,2.0,9.282100876697246
265,0,Indonesia ,0,121.641,-8.80602,785.956,1988-11-05,1988-11-07,News,20,1200,Heavy rain,1.0,2.0,7.360047991778467
266,0,Philippines,0,123.271,13.6637,10609.96,1988-11-04,1988-11-08,News,255,1000000,Tropical cyclone,1.0,4.0,10.655842822692538
267,0,Spain ,0,-0.560405,39.7108,2650.68,1988-11-12,1988-11-13,News,5,800,Heavy rain,1.0,1.0,7.882571489836735
268,0,Indonesia ,0,98.0389,3.35681,22307.16,1988-11-18,1988-11-19,News,28,0,Heavy rain,1.0,1.0,10.01266298214745
269,0,Thailand,,99.8198,8.29737,96668.4,1988-11-20,1988-12-01,News,386,301000,Torrential rain,2.0,11.0,14.570084297526586
270,0,Uganda,0,30.2586,0.179812,14344.36,1988-11-23,1988-12-07,News,0,5000,Torrential rain,1.0,14.0,12.210169442187073
271,0,Gabon ,0,10.5656,-0.86622,70725.27,1988-11-28,1988-12-03,News,0,0,Torrential rain,1.0,5.0,12.775996126199974
272,0,Indonesia,0,109.96,-6.93061,7437.76,1988-12-17,1988-12-19,News,40,0,Torrential rain,1.0,2.0,9.607472187786009
273,0,South Africa,0,30.325,-28.4838,2093.53,1989-01-01,1989-01-02,News,2,0,Tropical cyclone,1.0,1.0,7.646606915425786
276,0,Scotland,0,-4.50437,57.2883,1308.86,1989-01-14,1989-01-17,News,0,3000,Heavy rain,1.0,3.0,8.275524096986592
278,0,Indonesia,0,-3.96448,50.9569,841.217,1989-01-17,1989-01-27,News,35,137000,Tropical cyclone,1.0,10.0,9.037434745843303
279,0,Portugal,0,-8.61306,39.235,3133.98,1989-01-22,1989-02-10,News,2,20000,Heavy rain,1.0,19.0,10.994498020441112
280,0,Spain,0,-0.441303,39.4927,6647.77,1989-01-25,1989-02-01,News,0,0,Heavy rain,1.0,7.0,10.747946888120872
282,0,Yugoslavia,0,17.7595,43.8036,40946.6,1989-01-26,1989-02-02,News,72,500000,Heavy rain,1.0,7.0,12.565934206806478
283,0,USA,0,-80.5875,25.9628,25065.05,1989-02-01,1989-02-02,News,7,4000,Torrential rain,1.0,1.0,10.129229724509099
284,0,Zambia,0,28.2813,-15.4802,4548.61,1989-02-01,1989-02-10,News,8,20000,Heavy rain,1.0,9.0,10.61980154810277
285,0,Mexico,0,-99.9696,25.0375,374.951,1989-02-05,1989-02-08,News,0,0,Heavy rain,1.0,3.0,7.0254076394342215
287,0,USA,0,-79.6533,38.0302,31247.12,1989-02-11,1989-02-13,News,7,17000,Heavy rain,1.0,2.0,11.042829671477499
288,0,USA,0,-111.949,33.0264,2609.29,1989-02-13,1989-02-18,News,5,0,Heavy rain,1.0,5.0,9.47627134509245
295,0,USA,0,-91.3226,32.5555,100390.64,1989-03-29,1989-04-01,News,1,0,Heavy rain,1.0,3.0,12.615436543470327
292,0,USA,0,-82.0067,39.8812,2594.47,1989-03-18,1989-03-27,News,15,0,Heavy rain,1.0,9.0,10.058362113155598
293,0,Yemen,0,49.9988,15.9819,58565.18,1989-03-19,1989-05-01,News,53,80000,Monsoon rain,1.0,43.0,14.739095716700882
294,0,USA,0,-95.0101,38.3888,10933.94,1989-03-26,1989-04-11,News,3,0,Heavy rain,1.0,16.0,12.072215714209394
298,0,USA,0,-120.672,43.819,154568.76,1989-04-09,1989-04-19,News,45,306000,Heavy rain,2.0,10.0,14.944126598412888
301,0,USA,0,-95.4192,31.6443,185647.99,1989-05-15,1989-05-20,News,6,400,Heavy rain,1.0,5.0,13.741045545156046
372,0,USA,0,-94.5385,29.5712,6299.03,1989-10-15,1989-10-16,News,2,0,Tropical cyclone,1.0,1.0,8.748150932271328
302,0,USA,0,-73.1368,44.2546,8896.71,1989-05-24,1989-05-26,News,151,336000,Extra-tropical cyclone,1.0,2.0,9.786584005016648
304,0,USA,0,-93.4054,37.2492,320834.55,1989-06-02,1989-06-05,News,270,175000,Heavy rain,1.0,3.0,13.777293137344678
308,0,Brazil,0,-38.1522,-7.19221,2734939.69,1989-06-01,1989-06-26,News,0,0,Heavy rain,1.0,25.0,18.04049576727499
310,0,Brazil,0,-43.4738,-22.5905,7980.02,1989-06-16,1989-06-18,News,9,0,Heavy rain,1.0,2.0,9.677843377266324
311,0,Chile,0,-70.6563,-33.4482,10675.38,1989-06-19,1989-06-21,News,0,0,Heavy rain,1.0,2.0,9.968842615212901
312,0,Brazil,0,-36.6973,-9.65778,27545.85,1989-07-05,1989-07-16,News,33,410000,Heavy rain,2.0,11.0,13.314649621384042
313,0,Peru,0,-80.5262,-5.5536,21796.2,1989-06-25,1989-06-29,News,0,0,Heavy rain,1.0,4.0,11.375785282776375
315,0,Venezuela,0,-66.5226,10.5147,1585.88,1989-07-01,1989-07-10,News,0,0,Heavy rain,1.0,9.0,9.56611931462562
316,0,Bangladesh,0,90.9326,23.5967,33665.94,1989-07-03,1989-07-05,News,2,20000,Monsoonal rain,1.0,2.0,11.117389103323875
319,0,China,0,114.154,22.268,1005.64,1989-07-06,1989-07-10,News,1377,0,Heavy rain,1.0,4.0,8.299673794852248
320,0,China,0,111.727,27.5095,178424.68,1989-06-30,1989-07-20,News,18,22400,Heavy rain,1.0,20.0,15.087654103921004
321,0,China,0,104.284,30.7561,321489.7,1989-07-11,1989-07-23,News,814,0,Heavy rain,1.0,12.0,15.165627434609567
322,0,China,0,108.437,23.2505,19169.5,1989-07-07,1989-07-20,News,50,410000,Heavy rain,1.0,13.0,12.426025110740627
324,0,China,0,106.757,39.1329,207057.18,1989-07-10,1989-07-17,News,50,48000,Heavy rain,1.0,7.0,14.186660415041874
326,0,China,0,101.941,36.391,8440.7,1989-07-16,1989-07-27,News,107,1413,Heavy rain,1.0,11.0,11.438715795337801
327,0,China,0,116.927,32.3978,7716.69,1989-07-19,1989-07-27,News,3,0,Heavy rain,1.0,8.0,11.030582336279634
328,0,China,0,120.795,31.0772,85600.47,1989-07-20,1989-07-25,News,0,0,Tropical cyclone,1.0,5.0,12.966883965203065
329,0,China,0,133.028,45.8679,12533.33,1989-07-21,1989-07-31,News,24,16000,Heavy rain,1.0,10.0,11.73873186774644
330,0,India,0,76.4736,15.1816,905209.24,1989-07-22,1989-07-31,News,780,0,Monsoonal rain,1.0,9.0,15.91314597771455
332,0,Bangladesh,0,91.6662,24.5345,4688.38,1989-07-06,1989-07-23,News,1,0,Heavy rain,1.0,17.0,11.286055730048519
331,0,China,0,126.474,43.5586,192272.12,1989-07-18,1989-07-26,News,63,0,Monsoonal rain,1.0,8.0,14.246108480946559
334,0,India,0,92.8291,24.8678,112816.35,1989-07-05,1989-08-10,News,31,32000,Monsoonal rain,2.0,36.0,15.910182673366888
335,0,Nepal,0,85.1261,27.8004,91479.4,1989-07-22,1989-07-27,News,29,900,Heavy rain,1.0,5.0,13.03330700173864
336,0,China,0,107.277,30.2798,70236.67,1989-07-27,1989-09-20,News,3000,0,Heavy rain,1.0,55.0,15.166959003533806
338,0,Sri Lanka,0,81.3231,7.71597,8033.38,1989-07-27,1989-07-31,News,160,0,Monsoonal rain,1.0,4.0,10.377655001042285
333,0,South Korea,0,127.23,37.5052,5881.9,1989-07-25,1989-07-29,News,131,1200000,Tropical cyclone,1.0,4.0,10.06592947906925
339,0,China,0,119.575,27.3487,215082.72,1989-07-20,1989-07-29,News,104,20000,Tropical cyclone,1.0,9.0,14.476002554637
340,0,South Korea,0,128.994,35.2449,1067.67,1989-07-28,1989-07-31,News,21,40000,Tropical cyclone,1.0,3.0,8.071846271677341
341,0,Fiji,0,178.083,-17.9568,5952.09,1989-07-29,1989-08-02,News,15,0,Heavy rain,1.0,4.0,10.07779205848624
342,0,Indonesia,0,106.969,-6.18356,3532.47,1989-07-31,1989-08-02,News,8,0,Heavy rain,1.0,2.0,8.862899802513564
343,0,Vietnam,0,105.256,19.952,10734.12,1989-07-25,1989-07-31,News,102,369200,Tropical cyclone,1.0,6.0,11.07294220133219
344,0,Namibia,0,17.4379,-26.9397,117989.21,1989-07-31,1989-08-03,News,2,0,Heavy rain,1.0,3.0,12.776960747256991
347,0,USA,0,-87.1388,37.1913,54973.9,1989-08-04,1989-08-07,News,0,0,Heavy rain,1.0,3.0,12.013226094795844
345,0,Bangladesh,0,91.5698,24.6208,9525.39,1989-08-01,1989-08-07,News,200,600000,Monsoonal rain,1.0,6.0,10.953475613266628
349,0,Bermuda,0,-64.7489,32.3152,53.2858,1989-08-06,1989-08-07,News,0,60,Tropical cyclone,1.0,1.0,3.975669879166297
350,0,Burundi,0,29.4075,-3.48207,1331.75,1989-08-07,1989-08-09,News,0,0,Tropical cyclone,1.0,2.0,7.887396326357054
351,0,Indonesia,0,101.905,0.654819,98706.2,1989-08-09,1989-08-13,News,0,0,Heavy rain,1.0,4.0,12.88619740118459
352,0,Philippines,0,125.207,11.8096,20682.86,1989-08-09,1989-08-14,News,112,0,Heavy rain,1.0,5.0,11.546498529366538
353,0,Iran,0,61.1056,30.9519,15984.91,1989-08-07,1989-08-10,News,0,300000,Heavy rain,1.0,3.0,10.778012719867816
354,0,Djibouti,0,42.7015,11.6618,11889.5,1989-08-09,1989-08-25,News,0,0,Heavy rain,1.0,16.0,12.155999658895734
355,0,Iran,0,45.5551,37.5488,56831.87,1989-08-17,1989-08-19,News,1,0,Heavy rain,1.0,2.0,11.640999719465478
356,0,Iran,0,58.8318,27.923,96594.98,1989-08-22,1989-08-25,News,6,0,Heavy rain,1.0,3.0,12.576894340644689
357,0,Japan,0,139.821,35.6705,31703.96,1989-08-25,1989-08-28,News,5,6400,Heavy rain,1.0,3.0,11.462809161867133
358,0,Ghana,0,-0.782037,9.4963,15897.07,1989-08-25,1989-08-29,News,2,400,Heavy rain,1.0,4.0,11.06018445561761
359,0,Japan,0,130.676,32.7453,10377.08,1989-09-02,1989-09-05,News,7,18000,Heavy rain,1.0,3.0,10.345967095600903
361,0,Malawi,0,34.6858,-15.1862,35413.92,1989-09-08,1989-09-18,News,2,0,Heavy rain,1.0,10.0,12.777445335164037
362,0,Mexico,0,-93.7688,17.9191,249826.1,1989-09-09,1989-09-24,News,22,21063,Tropical cyclone,1.0,15.0,15.136570555904663
363,0,Nepal,0,87.4462,27.1419,15795.82,1989-09-01,1989-09-25,News,59,3000,Heavy rain,1.0,24.0,12.845554457399611
275,0,New Caledonia,0,165.503,-21.2427,18853.46,1989-01-02,1989-01-08,News,196,532000,Tropical cyclone,1.0,6.0,11.636211199636826
367,0,Oman,0,56.1825,19.2399,72162.2,1989-09-14,1989-09-16,News,2,0,Torrential rain,1.0,2.0,11.879818822636585
368,0,Pakistan,0,68.9544,26.1618,129476.87,1989-09-17,1989-09-19,News,7,0,Tropical cyclone,1.0,2.0,12.464404714690392
370,0,Philippines,0,121.057,14.6484,1321.63,1989-09-23,1989-09-25,News,2,0,Heavy rain,1.0,2.0,7.879768282826893
371,0,Philippines,0,121.864,18.0456,5324.03,1989-10-06,1989-10-10,News,45,8846,Tropical cyclone,1.0,4.0,9.966280175480025
325,0,Philippines,0,121.435,17.3295,46659.18,1989-07-16,1989-07-20,News,26,186000,Tropical cyclone,1.0,4.0,12.136919332601755
374,0,Philippines,0,120.74,16.6899,36937.57,1989-09-10,1989-09-12,News,17,3000,Tropical cyclone,1.0,2.0,11.210131649799667
375,0,Russia,0,133.21,49.8786,102165.48,1989-10-18,1989-10-25,News,2,0,Heavy rain,1.0,7.0,13.480259279669996
376,0,Philippines,0,125.689,7.39136,11863.89,1989-11-03,1989-11-08,News,30,0,Tropical cyclone,1.0,5.0,10.990692524462425
378,0,Somalia,0,44.287,1.4561,29030.07,1989-11-06,1989-11-14,News,0,0,Heavy rain,1.0,8.0,12.35552900999426
379,0,North Korea,0,125.926,38.9874,3323.6,1989-11-07,1989-11-11,News,0,0,Heavy rain,1.0,4.0,9.495098172910717
380,0,Sri Lanka,0,80.4851,6.65677,15519.2,1989-11-19,1989-12-06,News,4,0,Heavy rain,1.0,17.0,12.483046590073112
381,0,Taiwan,0,121.52,24.9855,1557.46,1989-12-16,1989-12-18,News,0,0,Heavy rain,1.0,2.0,8.043958748708775
382,0,Tanzania,0,37.8116,-11.2926,69915.08,1989-12-17,1989-12-25,News,1,0,Heavy rain,1.0,8.0,13.234478183400718
377,0,Thailand,0,99.0254,9.92112,44228.38,1989-11-03,1989-11-10,News,304,150000,Tropical cyclone,1.0,7.0,12.643032092522969
278,0,Indonesia,0,101.364,-2.10794,68878.25,1989-01-17,1989-01-27,News,35,137000,Tropical cyclone,1.0,10.0,13.442680825268843
281,0,Phillipines,0,125.355,11.2304,35394.81,1989-01-25,1989-02-08,News,72,551051,Monsoonal rain,1.0,14.0,13.113377807819312
286,0,Namibia,0,17.5757,-27.3149,124184.43,1989-02-08,1989-02-12,News,6,0,Heavy rain,1.0,4.0,13.115817439424053
289,0,Peru,0,-76.7805,-11.5274,2956.89,1989-02-16,1989-02-22,News,60,1000,Heavy rain,1.0,6.0,9.783652788523872
290,0,Indonesia,0,109.606,-7.27055,18961.61,1989-02-21,1989-02-27,News,3,15000,Heavy rain,1.0,6.0,11.641931157043755
291,0,Malawi,0,34.9823,-16.2951,9168.51,1989-03-09,1989-03-15,News,6,37000,Heavy rain,2.0,6.0,11.608436715467578
296,0,Australia,0,147.041,-20.1862,51942.3,1989-04-04,1989-04-08,News,2,1000,Tropical Cyclone,1.0,4.0,12.244183127219905
297,0,Brazil,0,-35.61,-6.46177,403770.26,1989-04-08,1989-04-15,News,34,4080,Heavy rain,1.0,7.0,14.854511480881929
299,0,Djibouti,0,42.5836,11.6058,17356.28,1989-04-07,1989-04-12,News,9,150000,Heavy rain,1.0,5.0,11.371147591971692
300,0,Georgia,0,42.0695,41.6531,3020.22,1989-04-18,1989-04-30,News,52,20000,Rain and snowmelt,1.0,12.0,10.49799160518577
303,0,Vietnam,0,108.072,15.7436,18573.04,1989-05-23,1989-05-31,News,140,150000,Tropical cyclone,2.0,8.0,12.602055068088724
306,0,Phillipines,0,126.068,8.89905,3945.58,1989-06-01,1989-06-08,News,11,4000,Heavy rain,1.0,7.0,10.22626139307494
305,0,China,0,113.706,22.8759,90099.34,1989-05-21,1989-06-05,News,84,1000000,Tropical cyclone,1.0,15.0,14.116718319477581
307,0,Sri Lanka,0,80.3513,7.12449,2734.99,1989-05-30,1989-06-11,News,315,300000,Heavy rain,1.0,12.0,10.398789708330268
309,0,China,0,96.0144,34.5846,122520.03,1989-06-15,1989-06-30,News,3,0,Heavy rain,1.0,15.0,14.424080006906873
314,0,China,0,107.033,24.8295,8667.86,1989-06-21,1989-06-30,News,28,0,Heavy rain,1.0,9.0,11.264601788500705
317,0,China,0,119.4,29.0801,4578.7,1989-07-03,1989-07-07,News,38,30000,Heavy rain,1.0,4.0,9.81546475514237
318,0,Brazil,0,-53.4946,-22.0228,179799.43,1989-07-27,1989-07-31,News,36,45000,Heavy rain,1.0,4.0,13.485891591945423
323,0,Sri Lanka,0,80.4294,6.91447,4308.44,1989-07-11,1989-07-16,News,14,20000,Heavy rain,1.0,5.0,9.977769081056644
337,0,Taiwan,0,120.513,23.8905,15551.63,1989-07-26,1989-07-30,News,16,152,Heavy rain,1.0,4.0,11.038215096384834
346,0,USSR,0,134.254,45.7026,22856.05,1989-07-27,1989-08-07,News,17,0,Heavy rain,2.0,11.0,13.128013584875912
348,0,Pakistan,0,71.1137,28.8877,331514.36,1989-07-29,1989-08-07,News,53,0,Monsoonal rain,1.0,9.0,14.908650983256443
360,0,India,0,80.8611,26.4375,204979.38,1989-09-03,1989-09-10,News,7,0,Heavy rain,1.0,7.0,14.176574816750957
364,0,Nepal,0,81.2516,29.6046,6396.38,1989-09-08,1989-09-12,News,16,0,Heavy rain,1.0,4.0,10.149781845441488
274,0,Venezuela,0,-66.6846,10.5704,520.961,1989-01-01,1989-01-08,News,8,553,Heavy rain,1.0,7.0,8.20158533196076
365,0,Taiwan,0,120.657,23.1441,17494.32,1989-09-12,1989-09-17,News,11,100,Tropical cyclone,1.0,5.0,11.379069448232428
369,0,Antigua,0,-62.9478,17.5697,6052.93,1989-09-18,1989-09-21,News,14,50000,Tropical cyclone,1.0,3.0,9.806910019979464
373,0,China,0,109.987,19.1458,18207.4,1989-10-02,1989-10-05,News,31,0,Tropical cyclone,1.0,3.0,10.90819567250289
383,0,Brazil,0,-41.3696,-7.81604,2339268.4,1989-12-10,1989-12-31,News,35,200000,Heavy rain,1.0,21.0,17.709871226599592
366,0,Brazil,0,-51.3989,-24.589,193153.57,1989-09-10,1989-09-13,News,12,10000,Heavy rain,1.0,3.0,13.269853139635993
384,0,USA,0,-152.61,61.2749,15158.67,1989-12-15,1990-01-15,News,0,0,Heavy rain,1.0,31.0,13.060315128962218
385,0,Sri Lanka,0,80.8228,7.60118,55379.93,1990-01-03,1990-01-14,News,33,150612,Heavy rain,1.0,11.0,13.319867805528302
386,0,USA,0,-123.094,45.0135,86746.69,1990-01-09,1990-01-11,News,4,3000,Heavy rain,2.0,2.0,12.757041902581456
387,0,Paraguay,0,-56.6593,-26.6947,36790.78,1990-01-14,1990-03-14,News,0,120000,Heavy rain,1.0,59.0,14.59053999319322
388,0,Guam,0,144.778,13.4473,577.82,1990-01-14,1990-01-15,News,0,0,Tropical cyclone,1.0,1.0,6.359262401486388
389,0,Tunisia,0,9.45159,33.214,127702.94,1990-01-20,1990-02-01,News,25,152000,Heavy rain,1.0,12.0,14.242368714253088
390,0,USA,0,-91.1159,30.6182,7561.74,1990-01-26,1990-01-30,News,0,150,Heavy rain,1.0,4.0,10.31715096254117
