,Economics,Governance,Social,Capacity,Ecosystem,Exposure,Food,Habitat,Health,Infrastructure,Sensitivity,Magnitude,Population,Population Density (People per Sq. Km.),"Net international migrants, both sexes",Febuary,March,April,May,June,July,August,September,October,November,December,Storms,DamBreak,Rain,Melting,TidesTsunami,binnedIDPs
48,0.248301915288158,0.338692596987389,0.201402341186564,0.74002618560842,0.543210438280513,0.543063453849043,0.591226310424886,0.695814954680452,0.618826783002145,0.290483120623097,0.297095809718157,13.456959312014186,32521837,26.1,-6760,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
49,0.248301915288158,0.338692596987389,0.201402341186564,0.74002618560842,0.543210438280513,0.543063453849043,0.591226310424886,0.695814954680452,0.618826783002145,0.290483120623097,0.297095809718157,13.456959312014186,32521837,26.1,-6760,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,low
50,0.248301915288158,0.354339920828303,0.201711558883162,0.74002618560842,0.542930451984004,0.543063453849043,0.578136989952919,0.696439027988645,0.618826783002145,0.290483120623097,0.290723192988016,11.920550538672266,33642646,27.0,-6760,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,high
51,0.248301915288158,0.354339920828303,0.201711558883162,0.74002618560842,0.542930451984004,0.543063453849043,0.578136989952919,0.696439027988645,0.618826783002145,0.290483120623097,0.290723192988016,13.227653392577054,33642646,27.0,-6760,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,high
52,0.338534210352436,0.450077872856346,0.381870662889581,0.544604817706172,0.427540337361115,0.408243135147946,0.46822298740776,0.507617933209339,0.371828429294484,0.411604833595187,0.271949108991011,11.435356927345468,3017282,110.1,-10000,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
53,0.376041157882873,0.484250474591179,0.38379669988652,0.523969157995791,0.417010288145794,0.408243135147946,0.42010410083957,0.522851014236236,0.368063059453209,0.441507828309145,0.277657735059811,11.047397246118775,3055278,111.5,-10000,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,high
54,0.385142584701571,0.481746721852744,0.383374928411018,0.521588608650736,0.416775678536184,0.408243135147946,0.419294067497941,0.518302640351069,0.362290529905184,0.406005442003457,0.258983031595641,11.187453601773877,3064357,111.8,-10000,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,low
55,0.334744648296252,0.404239135595624,0.305888691148715,0.45600646483081,0.438636593619715,0.470457592651683,0.369287515425219,0.573753183687796,0.425797012148676,0.16906524484927,0.240980313476017,15.690530561335455,40531409,14.8,-15000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
56,0.261285445360993,0.401839111082646,0.356917685825567,0.434894966246313,0.438659010118258,0.470457592651683,0.363208522996961,0.570562933786802,0.391397927653047,0.174781558850047,0.245270176664705,12.290527758058008,42635451,15.6,-4678,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
57,0.261285445360993,0.401839111082646,0.356917685825567,0.434894966246313,0.438659010118258,0.470457592651683,0.363208522996961,0.570562933786802,0.391397927653047,0.174781558850047,0.245270176664705,12.290527758058008,42635451,15.6,-4678,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,high
58,0.249560475580321,0.391452153073145,0.369854918269119,0.436229431188945,0.439298240050948,0.470457592651683,0.363889530140845,0.572421341092167,0.389389353818948,0.173696625726638,0.245409614947707,15.36656347343635,43474406,15.9,-4463,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
